id,title
"557","Pelvic inflammatory diseasePID, female reproductive organ infection"
"693","Serotonin syndromesevere medication reaction"
"770","Toothache"
"865","Brachial plexus injuryshoulder nerve injury"
"883","Chicken poxvaricella virus"
"1039","Carcinoid syndromeflushing, diarrhea"
"1082","Goodpasture syndromedisease of kidneys and lungs"
"1153","Lazy eyeamblyopia"
"1215","Acute myelogenous leukemiaAML"
"1367","Tear duct infectionDacryocystitis"
"1437","Testicular hypofunction"
"1461","Turner syndromegonadal dysgenesis"
"1471","Meralgia Paresthetica"
"20","Alcohol ethanol intoxication"
"106","Brain abscesscollection of pus in the brain"
"110","Breast fat necrosisdead breast fat"
"268","Ethanolalcohol"
"340","Hemophiliainherited bleeding disorder"
"469","Migrainetype of headache"
"595","Post-traumatic stress disorderPTSD"
"717","Social anxiety disordersocial phobia"
"747","Tarsal tunnel syndromefoot nerve damage"
"767","Tonsillar cancertumor tongue"
"774","Toxoplasma infectionToxoplasmosisparasite infection"
"897","Inhaled foreign bodyin respiratory tract"
"909","Neurofibromatosisinherited nerve tumors"
"1193","Mycosis fungoideslymphoma"
"1279","Fallopian tube cancer"
"13","AC joint separationacromioclavicular joint separationclosed separation of acromioclavicular joint"
"73","Back traumainjury"
"158","Chest traumainjury"
"270","Eye traumainjury"
"477","Motor neuron diseaseprogressive nerve disorder"
"480","Mouth traumainjury"
"509","Neck traumainjury"
"581","Plantar fasciitisinflammation of tissue at the bottom of the foot"
"777","Trauma"
"857","Autism spectrum disorderASD"
"972","Erectile dysfunctionED"
"1213","Mastoiditis"
"1225","Chronic myelogenous leukemiaCML"
"1421","Keloidovergrown scar"
"1515","Beriberithiaminevitamin B1 deficiency"
"17","Adenovirus infection (virus infection)"
"32","Amebiasisameba infection"
"167","Cholesteatomamiddle ear mass"
"245","Entamoeba histolytica infectionameba infectionInfection due to Entamoeba histolytica"
"317","Giardiasisgiardia infection"
"458","Mediastinitisinner chest inflammation"
"613","Pseudogoutcalcium deposit arthritis"
"743","Syphilistreponema pallidum"
"759","Thyroglossal duct cystneck cyst"
"766","Tongue cancertumor"
"779","Treponema pallidumsyphilis"
"1044","Cauliflower earwrestlers ear"
"1208","Diaper rash"
"1223","Acute lymphocytic leukemiaALL"
"1327","Nabothian cyst"
"1489","Trigger finger"
"294","Finger pulp infectionfelon"
"397","Intraspinal abscesscollection of pus in the spine"
"484","Mumpsviral infection involving salivary glands"
"568","Peritonsillar abscesscollection of pus around tonsils"
"620","Pulpitisdental root inflammation"
"642","Ramsay Hunt syndromeviral infection causing facial weakness"
"760","Thyroiditisthyroid inflammation"
"888","Encopresisexcessive fecal leaking"
"917","Ringworm of the bodytinea corporis"
"1186","Molluscum contagiosum"
"1187","Hemangiomablood vessel birthmark"
"1247","Male infertility"
"1271","Thyroid cyst"
"1451","Conduct disorder"
"1453","Charcot-Marie-Tooth disease"
"56","Appendicitis"
"63","Aseptic necrosis of bonebone death and destruction"
"83","Basilar skull fracturebroken skull"
"202","Cytomegalovirus infectionCMV viral infection"
"348","Hereditary hemorrhagic telangiectasiaOsler Weber Rendu syndrome"
"374","Hypokalemic periodic paralysisinherited muscle weakness and low potassium"
"405","Keratitisinflammation of cornea"
"574","Phobiasirrational fear"
"1098","Heel spur"
"1113","Pemphigusrare skin disorder"
"1339","Polyarteritis NodosaPAN"
"1383","Wrist sprain"
"23","Alcohol withdrawal syndrome (mild)"
"191","Contusionbruise, ecchymosis"
"345","Henoch Schönlein purpurablood vessel inflammation"
"404","Kawasaki diseasepediatric blood vessel disease"
"424","Leukemiablood cell cancer"
"506","Nasal polypsgrowths"
"701","Sialolithiasissalivary gland stone"
"757","Thoracic outlet syndromenerve, blood vessel compression"
"990","Muscular dystrophyinherited muscle disease"
"1170","Viral exanthemrash from viral infection"
"1235","Erythema nodosum"
"139","Celiac diseaseceliac sprue"
"143","Cerebellar syndromeloss of coordination"
"181","Common coldupper respiratory infection"
"352","Herpes stomatitisviral mouth infection"
"370","Hyphematraumatic blood in eye"
"422","Leishmaniasisparasitic infection, kala azar"
"556","PCPphencyclidine abuse"
"664","Rhinovirus infectioncommon cold"
"799","Uveitisiritis, eye inflammation"
"896","Impetigobacterial skin infection"
"940","Common warts"
"1023","Iritisinflammation of the iris"
"1069","Pneumocystis pneumoniaPCP, fungal lung infection"
"1309","Huntington diseasechorea"
"1467","Cerebellar Ataxia"
"442","Lyme diseasebacterial infection from ticks"
"447","Malariamosquito transmitted illness"
"534","Osteomyelitisbone infection"
"979","Thrombotic thrombocytopenia purpuraTTP, rare blood disorderThrombotic thrombocytopenic purpura"
"1190","Tinea versicolor"
"1305","Hepatitis A"
"1363","Takayasu's arteritisGiant cell arteritis of the young"
"1493","Glossitis"
"54","Aphthous ulcersmouth stomatitis"
"103","Botulismbacterial toxin causing muscle weakness"
"437","Ludwigs anginasevere infection in the floor of the mouth and neck"
"785","Ear drum rupturetympanic membrane rupture"
"920","Scabiesskin disease caused by mites"
"987","Food poisoning"
"1093","Brucellosisbacterial infection spread from animals"
"125","Campylobacter infectionintestinal bacterial infection"
"493","Myocarditisheart muscle inflammation"
"494","Myopathymuscle disease"
"663","Rhinosporidiosisfungal nasal infection"
"924","Coronary artery anomalyheart artery malformation"
"1016","Clavicle fracturebroken collar bone"
"1219","Ganglion cyst"
"145","Cerebral palsymovement disorder"
"334","Heat cramps"
"335","Heat exhaustion"
"1080","Porphyriarare disorder of skin, nervous system"
"85","Behcets diseasesmall blood vessel inflammation disorder"
"155","Chagas diseasetrypanosomiasis"
"443","Lymphangitislymph tissue inflammation"
"446","Malabsorption syndromeabnormal intestinal digestion"
"527","Orbital cellulitissoft tissue eye infection"
"589","Polycystic kidney diseaseinherited kidney disorder"
"878","Attention deficit hyperactivity disorderADHD"
"1218","Mesenteric adenitisintestinal lymph node enlargement"
"1397","Strabismuscrossed eyes"
"1521","Developmental delay"
"14","Acute angle closure glaucomaincreased inner eye pressure"
"433","Liver cancertumor"
"945","Itchy rash"
"1191","Uterine cancer"
"1267","Gallbladder cancer"
"1295","Gallbladder and bile duct cancerGallbladder cancerbile duct cancer"
"1395","Conversion disorder"
"101","Body dysmorphic disorderbody appearance obsession"
"203","De Quervain's tenosynovitishand tendon inflammation"
"931","Melanomaskin cancer"
"1164","Somatization disorderSomatic symptom disorder"
"1207","Tinnitus"
"1239","Dupuytren's contracturecontracted palmar fascia"
"1411","Hypochondriasis"
"1501","Pemphigoid"
"1503","Scar"
"69","Atypical pneumonialung infection"
"98","Blepharitiseyelid swelling"
"107","Brain tumorcancer of the brain"
"462","Meningitisspinal fluid infection"
"718","Spermatocelesperm-filled epididymal cyst"
"868","Meningiomabrain tumor"
"869","Astrocytomabrain tumor"
"1028","Pingueculagrowth on the eye"
"1194","Borderline personality disorder"
"19","Adjustment disorder (poor adjustment to life stressor)"
"395","Intracranial hemorrhagebleeding in brain"
"825","Vocal cord paralysisvoice box weakness"
"1066","Toxic megacolonrapid dilation of the colon"
"1475","Corneal ulcer"
"35","Anal cancer"
"520","Obsessive compulsive disorderOCD, anxiety disorder"
"881","Teeth grindingbruxism"
"1535","Dystonia"
"593","Post concussive syndromesymptoms after a concussion"
"822","Viral infections"
"994","Amyotrophic lateral sclerosisALS, Lou Gehrig's disease"
"995","Lou Gehrig's diseaseamyotrophic lateral sclerosis, ALS"
"584","Pleuritisinflammation of the lung's lining, pleurisy"
"753","Tension pneumothoraxdangerous lung collapse"
"948","Ankle fracturebroken ankle"
"1143","Polymyositismuscle inflammation"
"1261","Mycoplasma infectionbacteria"
"1483","Aphakia"
"190","Contact urticariahives"
"346","Hepatic abscesscollection of pus in the liver"
"413","Laryngitisvoice box inflammation"
"432","Liver abscesscollection of pus"
"796","Urticariahives"
"1037","Athlete's foottinea pedis"
"1188","Jock itchtinea cruris"
"257","Esophageal cancertumor"
"838","Wolff Parkinson White syndromeWPW, additional electrical pathway in the heart"
"941","Transient global amnesiasudden period of short-term memory loss"
"1415","Hypoparathyroidism"
"964","Panhypopituitarismpituitary gland malfunction"
"42","Ankylosing spondylitis (severe spine arthritis)"
"134","Spinal cord compressioncauda equina syndrome"
"149","Cervical cancertumor"
"178","Colitislarge intestine inflammation"
"308","Gastroenteritisintestinal infection"
"1184","Actinic keratosisAK, skin growth"
"127","Candida albicansyeast infection"
"209","Dental abscesstooth infection"
"451","Malnutrition"
"769","Tooth infection"
"915","Rhinitisnasal inflammation"
"1047","Scalded skin syndromeblistering skin infection"
"78","Baker's cystfluid sac behind knee"
"199","Cushing diseaseexcessive pituitary gland hormones"
"647","Rectal ulcer"
"910","Night terrorsnightmares"
"997","Sarcoidosisinflammatory disease"
"322","Guillain Barre syndromeascending muscle weakness"
"989","Raynaud's diseaseblood vessel constriction"
"1134","Miller Fisher Syndromerare nerve disease"
"1182","Seborrheic keratosis"
"120","Burns"
"279","Fat embolismblood clot from fat"
"441","Lupussystemic lupus erythematosus, SLE"
"564","Peripheral nerve transectionnerve injury"
"565","Peripheral neuropathynerve damage"
"849","Pilonidal cystfluid filled sac on tailbone"
"1147","Diabetic neuropathynerve damage"
"1168","Rosacea"
"1179","Benign neoplasm"
"76","Bacterial overgrowth of small intestineBacterial Overgrowth Syndrome"
"369","Hyperventilationrapid breathing"
"1084","Ankle sprain"
"1495","Anal fistula"
"148","Cerumen impactionear wax buildup"
"464","Menopauseend of menstruation and fertility"
"654","Renal infarctkidney damage from an area of blocked blood flow"
"744","Systemic sclerosisscleroderma, progressive soft tissue hardening"
"801","Vaginal atrophyatrophic vaginitis"
"1000","Boilpus-filled lump"
"1033","Sclerodermaprogressive hardening of soft tissue"
"414","Tennis elbowlateral epicondylitis"
"1026","Hemolytic anemiared blood cell destruction disorder"
"1211","Muscle and ligament inflammationenthesopathy"
"246","Hypothermiaextreme cold exposure"
"953","Whipple's diseaserare bacterial infection of the small intestine"
"984","Trench footimmersion foot"
"1007","Thyroid cancerneck gland cancer"
"1079","Ingrown nailonychocryptosis"
"1369","Thrombophlebitissuperficial"
"36","Anal fissure (tear)"
"439","Lung abscesscollection of pus"
"605","Insomniadifficulty sleeping"
"1403","Delusional disorder"
"256","Esophageal achalasiaswallowing disease"
"535","Ear infection, outerotitis externa"
"975","Stomach cancergastric cancer"
"1056","Blood vessel injury"
"108","Breast abscesscollection of pus in the breast"
"453","Mastitisbreast infection inflammation"
"792","Urethritisinfection of urethra"
"1176","Nasal septum deviation"
"55","Aplastic anemiabone marrow failure"
"351","Herpes simplex infectionviral infection"
"873","Cerebral aneurysmbrain artery dilation"
"184","Concussion"
"569","Personality disorderunhealthy patterns of thinking and behavior"
"927","Sleep apneachronic sleep disruption"
"1265","Small bowel cancersmall intestine"
"93","Bipolar disordermanic depressive disorder"
"1149","Dislocated lenseye disorder"
"1150","Dry eye syndromeeye disorder"
"1152","Endophthalmitiseye disorder"
"488","Myasthenia gravisautoimmune disease of the nerves, muscles"
"1443","Drug withdrawal syndrome"
"676","Schizoaffective disorderfeatures of schizophrenia and mood disorder"
"1210","Degenerative disc disease"
"248","Epidermal cyst"
"336","Heat rash"
"684","Sebaceous cystsac under the skin"
"259","Esophageal foreign body"
"1154","Lymphedemalymphatic obstruction"
"126","Cancertumor"
"1275","Ewing's sarcomacancer"
"1527","Missed abortion"
"215","Diabetic ketoacidosisDKA, a complication of poorly controlled diabetes"
"283","Fecal incontinenceloss of bowel control"
"30","Altered mental statusconfusion"
"221","Dissecting aortic aneurysmtearing and dilation of the aorta"
"810","Vasculitisinflammation of the arteries"
"545","Pancreatic cancertumor"
"99","Blood loss"
"659","Retroperitoneal hemorrhageflank bleeding"
"862","Cervical spine stenosisnarrowing of spinal canal"
"553","Parotitissalivary gland inflammation"
"276","Fallen archesflat feet, pes planus"
"323","Bunion of big toehallux valgus"
"1097","Flat feetpes planus"
"75","Bacterial infection"
"423","Leptospirosisbacterial infection"
"1092","Tularemiabacterial infection"
"1199","Phimosis"
"993","EmphysemaCOPD, lung disease"
"25","Alcoholism"
"44","Anorectal abscess(perirectal) abscess"
"646","Rectal prolapserectal protrusion"
"27","Allergic rhinitis (allergic reaction in the nose)"
"483","Multiple sclerosisMS"
"536","Ear infection, middle earotitis media"
"735","Subarachnoid hemorrhagebrain bleeding"
"1139","Horner's syndromedisruption of facial nerve function"
"62","Aseptic joint effusionfluid in a jointEffusion of joint"
"731","Streptococcus infectionstrep throat bacteria"
"88","Benign positional vertigosensation of spinning"
"461","Meniere's diseasedizziness and vertigo"
"591","Polycythemia veraincreased number of red blood cells"
"244","Enlarged lymph nodeslymphadenopathy"
"751","Tendonitistendon inflammation"
"752","Tenosynovitistendon sheath inflammation"
"1106","Synovitisinflammation of joint lining"
"222","Disseminated intravascular coagulationDIC, abnormality of blood clotting"
"320","Goiterenlarged thyroid"
"393","Intestinal ischemiadecreased intestinal blood flow"
"782","Trigeminal neuralgiafacial nerve pain"
"649","Reiter syndrometype of joint inflammation"
"916","Ringworm of the scalptinea capitis"
"1112","Hepatic encephalopathyconfusion from liver failure"
"1371","Toenail fungusOnychomycosis"
"300","Foreign body in the eye"
"548","Panic disorder"
"611","Prostatitisprostate inflammation"
"898","Jaundiceyellow skin color"
"991","Diverticulosisweakening of the large intestine wall"
"361","Hydrocelefluid collection near the testicle"
"572","Pharyngitisthroat infection"
"661","Rhabdomyolysissevere muscle breakdown"
"934","Muscle spasmcharley horse"
"147","Cerebrospinal fluid rhinorrhealeakage of brain fluid from the nose"
"133","Carpal tunnel syndromewrist nerve compression"
"309","Gastroesophageal refluxGERD, heartburn"
"1043","Hyperparathyroidismelevated parathyroid hormone levels"
"1051","Methemoglobinemiablood disorder"
"1228","Lower leg fracturetibia, fibula"
"138","Cavitytooth caries"
"87","Bell's palsyfacial muscle weakness"
"347","Hepatitisliver inflammation"
"1100","Facial nerve paralysis"
"1019","Mitral stenosistight heart valve"
"206","Delirium tremensDTs, severe alcohol withdrawal"
"394","Intestinal volvulustwisting of intestine"
"826","Volvulustwisted intestine"
"842","Zenker's diverticulumpharyngeal pouch, weakening of the esophageal wall"
"677","Schizophreniachronic impaired reality perception"
"942","Rash"
"284","Femoral artery aneurysmdilation of leg artery"
"450","Mallory Weiss syndromeesophageal tear"
"177","Colicprolonged infant crying episodes"
"1102","Macular degenerationchronic eye disease"
"12","Acoustic neuroma(ear nerve tumor)"
"1133","Multiple myelomablood cancer"
"18","Frozen shoulder (adhesive capsulitis of shoulder)"
"890","Psoriasisscaly skin disease"
"1096","Psoriatic arthritisjoint pain and stiffness"
"186","Conjunctivitispink eye"
"97","Bleeding tendencybleeding disorder"
"832","Wegener's granulomatosisgranulomatosis with polyangiitis,  blood vessel disease"
"858","Polymyalgia rheumaticaPMR, muscle and joint disorder"
"1439","Von Willebrand's disease"
"1317","Langerhans cell histiocytosisHistiocytosis X"
"289","Fibrocystic breastsbreast lumpiness"
"195","Costochondritischest wall inflammation"
"445","Major depressive disordersevere depression"
"514","Neurogenic bladderbladder paralysis"
"538","Ovarian cancerfemale organ cancer"
"732","Stress"
"392","Interstitial cystitisbladder inflammation"
"522","Onchocerciasisriver blindness"
"615","Puerperal psychosisloss of contact with reality after birth"
"736","Subdural hematomableeding on brain"
"797","Uterine prolapseuterine vaginal protrusion"
"1511","Night blindnessnyctalopia"
"154","Cervicitisinflammation of the lower uterus"
"242","Endometritisinflammation of the uterus"
"1224","Chronic lymphocytic leukemiaCLL"
"590","Polycystic ovarian syndromePCOS, female hormonal disorder"
"238","Empyemacollection of pus in chest"
"510","Necrotizing fasciitislife-threatening infection"
"180","Colon cancerlarge intestine tumor"
"343","Hemorrhoidenlarged rectal veins"
"388","Inguinal herniagroin hernia"
"723","Spondylolisthesisslipped back bone"
"360","Humerus fracturebroken upper arm"
"1115","Ventral herniabulging of the abdominal wall"
"745","Tachycardiafast heart rate"
"876","Endocarditisheart valve infection"
"951","Q feverflu-like bacterial illness"
"1017","Valvular heart diseaseabnormal heart valves"
"1050","Loffler's syndromepulmonary eosinophilia, lung inflammation"
"113","Bronchiectasisbronchial tube inflammatory damage"
"903","Wilsons diseasecopper accumulation in tissues"
"45","Anorexia(eating disorder)"
"939","Umbilical herniabelly button hernia"
"216","Diffuse esophageal spasmpainful contractions of the esophagus"
"260","Esophageal rupturetear in esophagus"
"261","Esophageal spasmpainful muscle contraction"
"1253","Chondromalaciacartilage damage"
"163","Cholecystitisinflammation of the gallbladder"
"387","Influenzaseasonal flu"
"1006","Fluinfluenza"
"162","Cholangitisinflammation of the bile ducts"
"679","Sclerosing cholangitisprogressive bile duct disease "
"641","Increased pressure in the skullraised intracranial pressure"
"699","Shocksevere low blood pressure"
"874","Pseudotumor cerebriincreased pressure in the skull"
"1206","Encephalopathy"
"95","Bladder cancer"
"96","Bladder stone, urinary"
"1114","Diabetes insipidusexcessive water loss from the kidneys"
"644","Rectal cancertumor"
"675","Schistosomiasisparasite infection"
"1003","Detached retinaretinal detachment"
"1108","Diabetic retinopathydiabetic eye disease"
"1385","Yaws"
"1197","Pseudomonas infection"
"1212","Klebsiella infection"
"678","Sciaticalower back nerve irritation"
"68","Atrioventricular node conduction blockheart block"
"698","Shinglesherpes zoster"
"793","Bladder infectioncystitis, UTI, urinary tract infection"
"332","Hearing loss"
"704","Sinusitissinus infection"
"828","Waldenström macroglobulinemiablood cell disease"
"21","Alcohol ethanol abuse"
"1022","Cataractsclouding of the eye lens"
"253","Nose bleedepistaxis"
"481","Mucocutaneous leishmaniasisparasitic infection"
"525","Oral candidiasisthrush, oral yeast"
"763","Tineafungal skin infection"
"1065","Rabiesdeadly viral illness transmitted by animals"
"1148","Diabetic nephropathydiabetes and kidney disease"
"1103","Pyomyositismuscle infection"
"1029","Pernicious anemiavitamin deficiency blood disorder"
"674","Scarlet feverpost strep inflammation"
"818","Vestibular neuronitislabyrinthitis, vertigo"
"821","Viral hemorrhagic feversEbola, Lassa"
"841","Yellow feverviral hemorrhagic fever"
"860","Fifth diseaseerythema infectiosum, viral illness"
"905","Erysipelasbacterial skin infection"
"918","RubellaGerman measles"
"937","Tetanuslockjaw"
"1539","Ebola virushemorrhagic fever"
"131","Carotid artery dissectionneck artery tear"
"1229","Elbow dislocation"
"166","Choleraintestinal bacterial infection"
"409","Labyrinthitisdizziness and vertigo"
"819","Vibrio parahaemolyticus infectionbacterial infection from shellfish"
"476","Motion sickness"
"1399","Decompression sicknessbends, caisson's disease"
"262","Esophageal stricturenarrowing of the esophagus"
"82","Basilar artery migraineheadache"
"331","Headache"
"401","Irritable bowel syndromeIBS, chronic intestinal pain and cramping"
"958","Ascitesfluid in the abdomen"
"1209","Low back painlumbago"
"1071","Cough syncopefainting while coughing"
"1497","Urethral stricture"
"1178","Incisional hernia"
"1145","Chronic venous insufficiencyweakened leg veins"
"306","Gastric ulcerstomach ulcer"
"153","Cervical spondylosisneck arthritis"
"207","Dementiadecline in mental ability"
"1455","Neutropenia"
"790","Upper respiratory tract infectionURI, common cold"
"885","Croupupper airway inflammation"
"619","Pulmonary hypertensionhigh blood pressure in the lungs"
"372","Hypoglycemialow blood sugar"
"1157","Pneumoconiosislung disease"
"1151","Dysthymiadepression, dysthymic disorder"
"716","Smokingtobacco use disorder"
"513","Kidney stonenephrolithiasis"
"212","Depressionexcessive sadness"
"604","Primary affective disorderdepression"
"241","Endometriosisuterine tissue outside the uterus"
"567","Peritonitisabdominal cavity inflammation"
"1251","Abdominal adhesionsscar tissue"
"1074","Anthrax"
"286","Fetal alcohol syndrome"
"982","Cardiac arrestheart stops"
"637","Pyelonephritiskidney infection"
"1509","Hydronephrosis"
"472","Mittelschmerzovulation pain"
"600","Premenstrual syndromePMS"
"607","Primary dysmenorrheapainful menstruation"
"685","Secondary dysmenorrheapainful menstruation"
"734","Stress incontinenceunintentional urination with cough or sneeze"
"1241","Premenstrual dysphoric disorderPMDD"
"436","Low plateletsthrombocytopenia"
"758","Thrombocytopenialow platelet count"
"651","Renal artery stenosiskidney artery narrowing"
"1287","Foot sprain"
"321","Gouturic acid crystals in the joint causing inflammation"
"594","Post nasal drip"
"281","Febrile seizureconvulsion in child with a fever"
"580","Plaguebubonic plague, bacteria yersinia infection"
"102","Bone metastasescancer spread to bone"
"1200","Thoracic spondylosisspine arthritis"
"501","Narcolepsyuncontrollable sleeping"
"11","Acidosis (excessive acid in the body)"
"533","Osteochondritis dissecansjoint disorder"
"816","Vertigospinning sensation"
"597","Postural hypotensionlow blood pressure after standing"
"547","Pancreas inflammationpancreatitis, chronic"
"986","Gangrenedeath of body tissue"
"187","Constipation"
"1234","Thoracic spine stenosis"
"662","Rheumatoid arthritistype of chronic joint inflammation"
"411","Bowel obstructionintestinal blockage"
"59","Arrhythmiaabnormal heart rhythm"
"129","Cardiac arrhythmiaabnormal heart rate"
"333","Heart arrhythmiaabnormal heart rhythm"
"1","Abdominal aortic aneurysm(enlarged major blood vessel)"
"319","Glaucomaelevated eye pressure"
"687","Sepsisserious blood infection"
"169","Chronic liver disease"
"65","Asthma"
"112","Bronchial asthma"
"1126","Biliary colicgallbladder pain"
"1111","Aspiration pneumonialung inflammation or infection"
"652","Renal failure, acutesudden kidney failure"
"999","Folliculitishair follicle infection"
"50","Anxiety"
"51","Anxiety disordergeneralized anxiety disorderGAD"
"891","Asperger's syndromeautism spectrum disorder"
"247","Hyperthermiaextreme heat exposure"
"280","Febrilefever illness"
"287","Feverelevated temperature"
"1519","Cardiomegalyenlarged heart"
"551","Parkinson's diseasemovement disorder"
"656","Renal vein thrombosiskidney vein clot"
"921","Atrial flutterirregular heart rate"
"788","Ulcerative colitislarge intestine inflammation"
"969","Alzheimer's diseasedementia"
"376","Hypotensionlow blood pressure"
"434","Low blood pressurehypotension"
"362","Hyperemesis gravidarumsevere vomiting in pregnancy"
"1025","Iron deficiency anemialow red blood cell count"
"399","Intussusceptiontelescoping intestine"
"549","Paralytic Ileusintestinal paralysis"
"962","Cystic fibrosisinherited disease of lungs, digestive system"
"943","Osteoporosisextremely thin bone"
"363","Hyperkalemiaelevated potassium level"
"170","Chronic obstructive pulmonary diseaseCOPD, emphysema"
"130","Cardiomyopathyweakened heart"
"29","Confusion (altered mental status)"
"1216","Psychosis"
"575","Pickwickian syndromesevere obesity"
"566","Peripheral vascular diseaseblocked blood vessels"
"310","Gastrointestinal bleedingstomach, intestine bleeding"
"1018","Aortic regurgitationleaking heart valve"
"403","Kaposi Sarcomatype of cancer"
"609","Prostate cancermale anatomy cancer"
"741","Swimmer's itchcercarial dermatitis"
"912","Reyes syndromerare liver and brain swelling"
"1058","High cholesterolhypercholesteremia"
"1335","PhenylketonuriaPKU"
"115","Bronchitisbronchial tube infection"
"775","Transient ischemic attackTIA, reversible stroke"
"80","Barrett's esophagusesophagus inflammation"
"265","Esophagitisesophageal inflammation"
"586","Pneumothoraxcollapse of lung"
"1077","Interstitial lung diseasechronic scarring of the lung"
"1548","Atelectasis"
"795","Urine retentioninability to urinate"
"471","Mitral valve prolapseabnormal heart valve"
"349","Hernia"
"354","Hiatal herniastomach pushes through diaphragm"
"848","Seizureabnormal brain electrical activity"
"583","Pleural effusionabnormal chest fluid"
"231","E. coli infectionEscherichia coli, bacterial infection"
"811","Vasovagal syncopefainting"
"1507","Ehlers-Danlos syndrome"
"772","Preeclampsiatoxemia of pregnancy"
"377","Hypothyroidismlow thyroid hormone"
"105","Bradycardiaslow heart rate"
"39","Anemia (low red blood cell count)"
"608","Prinzmetal anginaheart artery spasm"
"1463","Pancytopenia"
"375","Hyponatremialow blood sodium"
"1030","Addison's diseaseadrenal insufficiency"
"224","Dressler syndromeheart sac inflammation following heart attack or heart surgery"
"789","Unstable anginapre heart attack chest pain"
"585","Pneumonialung infection"
"208","Dengue fevertropical mosquito borne illness"
"491","Myelodysplastic syndromebone marrow failure"
"714","SmallpoxVariola virus infection"
"1090","Chikungunyaviral illness from mosquitoes"
"205","Dehydration"
"373","Hypokalemialow blood potassium"
"833","West Nile virus infectionmosquito-transmitted illness"
"67","Atrial fibrillationirregular heart rate"
"1075","Hypersensitivity pneumonitisallergic lung disease"
"185","Congestive heart failureCHF"
"1008","Coronary artery diseaseCAD, heart disease"
"266","Essential hypertensionhigh blood pressure"
"1158","Premature ejaculation"
